Stage,Date,Distance,Origin,Destination,Type,Winner,Winner_Country,Year,rider_name,Gen_type,birth_date,birth_city,dist_from_origin,dist_from_destination
21,1979-07-19,49.0,Dijon,Dijon,Individual time trial,Bernard Hinault,FRA,1979,Bernard_Hinault,Time trial,1954-11-14,Yffiniac,591.0936439110022,591.0936439110022
23,1979-07-21,205.0,Auxerre,Nogent-sur-Marne,Plain stage,Bernard Hinault,FRA,1979,Bernard_Hinault,Flat stage,1954-11-14,Yffiniac,471.0725589954269,382.7046387256681
24,1979-07-22,180.0,Le Perreux-sur-Marne,Paris,Plain stage,Bernard Hinault,FRA,1979,Bernard_Hinault,Flat stage,1954-11-14,Yffiniac,383.88904099195884,370.3048787310454
2,1978-07-01,199.0,Brussels,Saint-Amand-les-Eaux,Plain stage,Jacques Esclassan,FRA,1978,Jacques_Esclassan,Flat stage,1948-09-03,Castres,140.43565463088532,72.98446891520328
8,1978-07-07,59.0,Saint-Émilion,Sainte-Foy-la-Grande,Individual time trial,Bernard Hinault,FRA,1978,Bernard_Hinault,Time trial,1954-11-14,Yffiniac,443.315618873141,461.4196811975321
11,1978-07-11,161.0,Pau,Saint-Lary-Soulan Pla d'Adet,Stage with mountain(s),Mariano Martínez,FRA,1978,Mariano_Martínez,Mountain stage,1948-09-20,Burgos,291.9828979318657,
12b,1978-07-12,96.0,Valence d'Agen,Toulouse,Plain stage,Jacques Esclassan,FRA,1978,Jacques_Esclassan,Flat stage,1948-09-03,Castres,657.5868370060797,702.6867078907032
15,1978-07-15,196.0,Saint-Dier-d'Auvergne,Saint-Étienne,Hilly stage,Bernard Hinault,FRA,1978,Bernard_Hinault,,1954-11-14,Yffiniac,562.0925206950756,634.9195250664935
17,1978-07-18,225.0,Grenoble,Morzine,Stage with mountain(s),Christian Seznec,FRA,1978,Christian_Seznec,Mountain stage,1952-11-19,Brest,856.9580234391123,880.9235764480974
20,1978-07-21,72.0,Metz,Nancy,Individual time trial,Bernard Hinault,FRA,1978,Bernard_Hinault,Time trial,1954-11-14,Yffiniac,653.808639654387,653.6814328122053
1,1977-07-01,237.0,Fleurance,Auch,Plain stage,Pierre-Raymond Villemiane,FRA,1977,Pierre-Raymond_Villemiane,Flat stage,1951-03-12,Pineuilh,114.44441602726927,134.6268571273966
4,1977-07-04,256.0,Vitoria-Gasteiz,Seignosse le Penon,Stage with mountain(s),Régis Delépine,FRA,1977,Régis_Delépine,Mountain stage,1946-12-22,La Bohalle,539.7778217360683,
5a,1977-07-05,139.0,Morcenx,Bordeaux,Plain stage,Jacques Esclassan,FRA,1977,Jacques_Esclassan,Flat stage,1948-09-03,Castres,715.0337058513327,622.5337575373144
11,1977-07-12,242.0,Rouen,Roubaix,Plain stage,Jean-Pierre Danguillaume,FRA,1977,Jean-Pierre_Danguillaume,Flat stage,1946-05-25,Joué-lès-Tours,234.5190236269783,414.3814655509555
13b,1977-07-14,160.0,Altkirch ,Besançon,Plain stage,Jean-Pierre Danguillaume,FRA,1977,Jean-Pierre_Danguillaume,Flat stage,1946-05-25,Joué-lès-Tours,496.4982638819246,405.68972615131537
14,1977-07-16,230.0,Besançon,Thonon-les-Bains,Stage with mountain(s),Bernard Quilfen,FRA,1977,Bernard_Quilfen,Mountain stage,1949-04-20,Argenteuil,339.4546903592754,427.53984103793306
20,1977-07-22,50.0,Dijon,Dijon,Individual time trial,Bernard Thévenet,FRA,1977,Bernard_Thévenet,Time trial,1948-01-10,Saint-Julien-de-Civry,122.90292726061409,122.90292726061409
22b,1977-07-24,91.0,Paris,Paris,Plain stage,Alain Meslet,FRA,1977,Alain_Meslet,Flat stage,1950-02-08,Averton,196.56929283469805,196.56929283469805
8,1976-07-02,220.0,Valentigney,Divonne-les-Bains,Flat Stage,Jacques Esclassan,FRA,1976,Jacques_Esclassan,Flat stage,1948-09-03,Castres,371.33926291713396,440.093351749533
12,1976-07-08,205.0,Le Barcarès,Pyrénées 2000,Mountain Stage,Raymond Delisle,FRA,1976,Raymond_Delisle,Mountain stage,1943-03-11,Ancteville,783.2598657713265,
19,1976-07-15,220.0,Sainte-Foy-la-Grande,Tulle,Flat Stage,Hubert Mathis,FRA,1976,Hubert_Mathis,Flat stage,1950-03-12,Renansart,596.7760104799664,512.6825704677988
4,1975-06-30,223.0,Versailles,Le Mans,Plain stage,Jacques Esclassan,FRA,1975,Jacques_Esclassan,Flat stage,1948-09-03,Castres,137.57260197575584,299.3821922387191
15,1975-07-13,217.0,Nice,Pra-Loup,Stage with mountain(s),Bernard Thévenet,FRA,1975,Bernard_Thévenet,Mountain stage,1948-01-10,Saint-Julien-de-Civry,380.6367779620884,
16,1975-07-14,107.0,Barcelonnette,Serre Chevalier,Stage with mountain(s),Bernard Thévenet,FRA,1975,Bernard_Thévenet,Mountain stage,1948-01-10,Saint-Julien-de-Civry,290.3127515201726,242.47079676914214
6a,1974-07-03,239.0,Dieppe,Harelbeke,Plain stage,Jean-Luc Molineris,FRA,1974,Jean-Luc_Molineris,Flat stage,1950-08-25,Grenoble,632.3438941160806,
8a,1974-07-05,136.0,Châlons-sur-Marne,Chaumont,Plain stage,Cyrille Guimard,FRA,1974,Cyrille_Guimard,Flat stage,1947-01-20,Bouguenais,487.7699671868506,518.4094912664783
14,1974-07-12,249.0,Lodève,Colomiers,Plain stage,Jean-Pierre Genet,FRA,1974,Jean-Pierre_Genet,Flat stage,1962-10-15,Châtellerault,406.20220897259856,361.54762549436396
16,1974-07-15,209.0,La Seu d'Urgell,Saint-Lary-Soulan Pla d'Adet,Stage with mountain(s),Raymond Poulidor,FRA,1974,Raymond_Poulidor,Mountain stage,1936-04-15,Masbaraud-Mérignat,401.95633308055295,
17,1974-07-16,119.0,Saint-Lary-Soulan,La Mongie,Stage with mountain(s),Jean-Pierre Danguillaume,FRA,1974,Jean-Pierre_Danguillaume,Mountain stage,1946-05-25,Joué-lès-Tours,504.6091529480437,
18,1974-07-17,141.0,Bagnères-de-Bigorre,Pau,Stage with mountain(s),Jean-Pierre Danguillaume,FRA,1974,Jean-Pierre_Danguillaume,Mountain stage,1946-05-25,Joué-lès-Tours,477.9234491252055,457.88131697895346
19a,1974-07-18,196.0,Pau,Bordeaux,Plain stage,Francis Campaner,FRA,1974,Francis_Campaner,Flat stage,,Saint-Germain-de-la-Rivière,183.92515342366778,22.98839063624152
1b,1973-07-01,137.5,Rotterdam,Sint-Niklaas,Plain stage,José Catieau,FRA,1973,José_Catieau,Flat stage,1946-07-17,Coutiches,186.48581049575668,103.19197628477615
3,1973-07-03,226.0,Roubaix,Reims,Plain stage,Cyrille Guimard,FRA,1973,Cyrille_Guimard,Flat stage,1947-01-20,Bouguenais,525.2459823597195,479.42347890932564
6,1973-07-06,244.5,Mulhouse,Divonne-les-Bains,Stage with mountain(s),Jean-Pierre Danguillaume,FRA,1973,Jean-Pierre_Danguillaume,Mountain stage,1946-05-25,Joué-lès-Tours,504.34543815495255,431.9439777529574
7b,1973-07-08,150.5,Gaillard,Méribel,Stage with mountain(s),Bernard Thévenet,FRA,1973,Bernard_Thévenet,Mountain stage,1948-01-10,Saint-Julien-de-Civry,153.86224518694183,
17,1973-07-19,248.0,Sainte-Foy-la-Grande,Brive-la-Gaillarde,Plain stage,Claude Tollet,FRA,1973,Claude_Tollet,Flat stage,1949-04-24,Roisel,607.6848456273253,545.0944720118678
20b,1973-07-22,89.0,Versailles,Paris,Plain stage,Bernard Thévenet,FRA,1973,Bernard_Thévenet,Flat stage,1948-01-10,Saint-Julien-de-Civry,313.9115586342103,312.2508908865631
1,1972-07-02,235.5,Angers,Saint-Brieuc,Plain stage,Cyrille Guimard,FRA,1972,Cyrille_Guimard,Flat stage,1947-01-20,Bouguenais,87.39203001435001,171.07492339777716
4,1972-07-05,236.0,Merlin-Plage,Royan,Plain stage,Cyrille Guimard,FRA,1972,Cyrille_Guimard,Flat stage,1947-01-20,Bouguenais,453.94453620166445,178.77169867868284
7,1972-07-09,220.5,Bayonne,Pau,Stage with mountain(s),Yves Hézard,FRA,1972,Yves_Hézard,Mountain stage,1948-10-20,Donzy,561.178060888401,529.0308576920614
11,1972-07-13,207.0,Carnon-Plage,Mont Ventoux,Stage with mountain(s),Bernard Thévenet,FRA,1972,Bernard_Thévenet,Mountain stage,1948-01-10,Saint-Julien-de-Civry,313.82565782467725,
14b,1972-07-17,151.0,Valloire,Aix-les-Bains,Stage with mountain(s),Cyrille Guimard,FRA,1972,Cyrille_Guimard,Mountain stage,1947-01-20,Bouguenais,660.5259839827352,602.2894591279634
15,1972-07-18,28.0,Aix-les-Bains,Le Revard,Stage with mountain(s),Cyrille Guimard,FRA,1972,Cyrille_Guimard,Mountain stage,1947-01-20,Bouguenais,602.2894591279634,
17,1972-07-20,213.0,Pontarlier,Ballon d’Alsace,Hilly stage,Bernard Thévenet,FRA,1972,Bernard_Thévenet,,1948-01-10,Saint-Julien-de-Civry,173.18472281853536,
4,1971-06-30,242.0,Nancy,Marche-en-Famenne,Plain stage,Jean-Pierre Genet,FRA,1971,Jean-Pierre_Genet,Flat stage,1962-10-15,Châtellerault,471.1760950651854,
10,1971-07-07,188.5,Saint-Étienne,Grenoble,Stage with mountain(s),Bernard Thévenet,FRA,1971,Bernard_Thévenet,Mountain stage,1948-01-10,Saint-Julien-de-Civry,103.55993240289426,175.54171742691568
16a,1971-07-14,145.0,Luchon,Gourette,Stage with mountain(s),Bernard Labourdette,FRA,1971,Bernard_Labourdette,Mountain stage,1946-08-13,Lurbe-Saint-Christau,104.38073784909021,28.411520383956773
18,1971-07-16,244.0,Bordeaux,Poitiers,Plain stage,Jean-Pierre Danguillaume,FRA,1971,Jean-Pierre_Danguillaume,Flat stage,1946-05-25,Joué-lès-Tours,295.047362840081,89.13182448183792
1,1970-06-27,224.5,Limoges,La Rochelle,Plain stage,Cyrille Guimard,FRA,1970,Cyrille_Guimard,Flat stage,1947-01-20,Bouguenais,267.2631611289333,119.00523218930226
8,1970-07-04,232.5,Ciney,Felsberg,Plain stage,Alain Vasseur,FRA,1970,Alain_Vasseur,Flat stage,1948-04-01,Cappelle-la-Grande,208.4363969252991,
18,1970-07-14,135.5,Saint-Gaudens,La Mongie,Stage with mountain(s),Bernard Thévenet,FRA,1970,Bernard_Thévenet,Mountain stage,1948-01-10,Saint-Julien-de-Civry,456.23782729796665,
19,1970-07-15,185.5,Bagnères-de-Bigorre,Mourenx,Stage with mountain(s),Christian Raymond,FRA,1970,Christian_Raymond,Mountain stage,,,,
22,1970-07-18,238.5,Tours,Versailles,Plain stage,Jean-Pierre Danguillaume,FRA,1970,Jean-Pierre_Danguillaume,Flat stage,1946-05-25,Joué-lès-Tours,4.7747640504969056,194.89926944844626
9,1969-07-07,111.0,Thonon-les-Bains,Chamonix,Stage with mountain(s),Roger Pingeon,FRA,1969,Roger_Pingeon,Mountain stage,1940-08-28,Hauteville-Lompnes,83.14410282644249,100.46073819645837
16,1969-07-14,199.0,Castelnaudary,Luchon,Stage with mountain(s),Raymond Delisle,FRA,1969,Raymond_Delisle,Mountain stage,1943-03-11,Ancteville,695.1307409761323,719.6247116152908
20,1969-07-18,198.0,Brive,Puy de Dôme,Stage with mountain(s),Pierre Matignon,FRA,1969,Pierre_Matignon,Mountain stage,1943-02-11,Les Verchers-sur-Layon,471.0304717623566,301.88084415180674
1a,1968-06-27,6.1,Vittel,Vittel,Individual time trial,Charly Grosskost,FRA,1968,Charly_Grosskost,Time trial,1944-03-05,Eckbolsheim,136.01478353020156,136.01478353020156
1b,1968-06-28,189.0,Vittel,Esch-sur-Alzette,Plain stage,Charly Grosskost,FRA,1968,Charly_Grosskost,Flat stage,1944-03-05,Eckbolsheim,136.01478353020156,160.8348639028997
4,1968-07-01,238.0,Roubaix,Rouen,Plain stage,Georges Chappe,FRA,1968,Georges_Chappe,Flat stage,1944-03-05,Marseille,838.8426095106394,757.7993107045032
5a,1968-07-02,165.0,Rouen,Bagnoles-de-l'Orne,Plain stage,André Desvages,FRA,1968,André_Desvages,Flat stage,1944-03-12,Graye-sur-Mer,114.30205863620674,86.37949737263216
5b,1968-07-02,154.5,Bagnoles-de-l'Orne,Dinard,Plain stage,Jean Dumont,FRA,1968,Jean_Dumont,Flat stage,,,,
10,1968-07-08,202.5,Bordeaux,Bayonne,Plain stage,Gilbert Bellone,FRA,1968,Gilbert_Bellone,Flat stage,1942-12-27,Grasse,613.3157711979833,678.3896360209015
15,1968-07-14,250.5,Font-Romeu-Odeillo-Via,Albi,Plain stage,Roger Pingeon,FRA,1968,Roger_Pingeon,Flat stage,1940-08-28,Hauteville-Lompnes,477.53025503464806,352.6682477704914
17,1968-07-16,236.5,Aurillac,Saint-Étienne,Stage with mountain(s),Jean-Pierre Genet,FRA,1968,Jean-Pierre_Genet,Mountain stage,1962-10-15,Châtellerault,256.51348118148456,334.0059160561107
18,1968-07-17,235.0,Saint-Étienne,Grenoble,Stage with mountain(s),Roger Pingeon,FRA,1968,Roger_Pingeon,Mountain stage,1940-08-28,Hauteville-Lompnes,109.40896893266729,86.97566257193694
22a,1968-07-21,136.0,Auxerre,Melun,Plain stage,Maurice Izier,FRA,1968,Maurice_Izier,Flat stage,1944-03-18,Crest,358.9241967387336,460.67140295519386
5a,1967-07-04,172.0,Roubaix,Jambes,Plain stage,Roger Pingeon,FRA,1967,Roger_Pingeon,Flat stage,1940-08-28,Hauteville-Lompnes,555.199936839474,502.7456909249815
8,1967-07-07,215.0,Strasbourg,Belfort/Ballon d’Alsace,Stage with mountain(s),Lucien Aimar,FRA,1967,Lucien_Aimar,Mountain stage,1941-04-28,Hyères,620.2185866443831,
11,1967-07-11,197.0,Briançon,Digne,Stage with mountain(s),José Samyn,FRA,1967,José_Samyn,Mountain stage,1946-05-11,Quiévrain (Belgique),651.2420139238837,727.8472523995576
12,1967-07-12,207.5,Digne,Marseille,Plain stage,Raymond Riotte,FRA,1967,Raymond_Riotte,Flat stage,1940-02-16,Sarry,554.7201586112832,629.5242714854137
17,1967-07-18,250.0,Luchon,Pau,Stage with mountain(s),Raymond Mastrotto,FRA,1967,Raymond_Mastrotto,Mountain stage,1934-11-01,Auch,95.02193410527886,86.43594520277414
19,1967-07-20,217.0,Bordeaux,Limoges,Plain stage,Jean Stablinski,FRA,1967,Jean_Stablinski,Flat stage,1932-05-21,Thun-Saint-Amand,696.3877632403519,541.8772686671218
21,1967-07-22,359.0,Clermont-Ferrand,Fontainebleau,Plain stage,Paul Lemeteyer,FRA,1967,Paul_Lemeteyer,Flat stage,1942-06-04,Nantes,390.20197998378103,344.89035032240474
22b,1967-07-23,46.6,Versailles,Paris,Individual time trial,Raymond Poulidor,FRA,1967,Raymond_Poulidor,Time trial,1936-04-15,Masbaraud-Mérignat,316.5767708957488,324.47193064566767
14b,1966-07-05,20.0,Vals-les-Bains,Vals-les-Bains,Individual time trial,Raymond Poulidor,FRA,1966,Raymond_Poulidor,Time trial,1936-04-15,Masbaraud-Mérignat,254.93709059386876,254.93709059386876
21,1966-07-13,232.0,Montluçon,Orléans,Plain stage,Pierre Beuffeuil,FRA,1966,Pierre_Beuffeuil,Flat stage,1934-10-30,L'Éguille,286.26804081394243,328.7469304587123
5b,1965-06-26,26.7,Châteaulin,Châteaulin,Individual time trial,Raymond Poulidor,FRA,1965,Raymond_Poulidor,Time trial,1936-04-15,Masbaraud-Mérignat,504.5838062691712,504.5838062691712
14,1965-07-06,173.0,Montpellier,Mont Ventoux,Stage with mountain(s),Raymond Poulidor,FRA,1965,Raymond_Poulidor,Mountain stage,1936-04-15,Masbaraud-Mérignat,313.60764400682564,
2,1964-06-23,208.0,Lisieux,Amiens,Plain stage,André Darrigade,FRA,1964,André_Darrigade,Flat stage,1929-04-24,Narrosse,613.3291505642228,733.6897590183072
9,1964-06-30,239.0,Briançon,Monaco,Stage with mountain(s),Jacques Anquetil,FRA,1964,Jacques_Anquetil,Mountain stage,1934-01-08,Mont-Saint-Aignan,659.7900403730564,801.2355457222847
10b,1964-07-01,21.0,Hyères,Toulon,Individual time trial,Jacques Anquetil,FRA,1964,Jacques_Anquetil,Time trial,1934-01-08,Mont-Saint-Aignan,805.2790092548813,797.4517352237999
15,1964-07-07,203.0,Toulouse,Luchon,Stage with mountain(s),Raymond Poulidor,FRA,1964,Raymond_Poulidor,Mountain stage,1936-04-15,Masbaraud-Mérignat,263.7444972969693,364.2288430559773
17,1964-07-09,43.0,Peyrehorade,Bayonne,Individual time trial,Jacques Anquetil,FRA,1964,Jacques_Anquetil,Time trial,1934-01-08,Mont-Saint-Aignan,679.4625521202221,692.4290883154378
18,1964-07-10,187.0,Bayonne,Bordeaux,Plain stage,André Darrigade,FRA,1964,André_Darrigade,Flat stage,1929-04-24,Narrosse,43.86720816281044,131.90459256002444
21,1964-07-13,311.0,Clermont-Ferrand,Orléans,Plain stage,Jean Stablinski,FRA,1964,Jean_Stablinski,Flat stage,1932-05-21,Thun-Saint-Amand,524.1678751918869,308.32827206378
22b,1964-07-14,27.0,Versailles,Paris,Individual time trial,Jacques Anquetil,FRA,1964,Jacques_Anquetil,Time trial,1934-01-08,Mont-Saint-Aignan,106.19775239669006,112.91059432275823
6b,1963-06-28,25.0,Angers,Angers,Individual time trial,Jacques Anquetil,FRA,1963,Jacques_Anquetil,Time trial,1934-01-08,Mont-Saint-Aignan,252.44993046159402,252.44993046159402
10,1963-07-02,148.0,Pau,Bagnères-de-Bigorre,Stage with mountain(s),Jacques Anquetil,FRA,1963,Jacques_Anquetil,Mountain stage,1934-01-08,Mont-Saint-Aignan,695.0573072591427,715.205055457537
11,1963-07-03,131.0,Bagnères-de-Bigorre,Luchon,Stage with mountain(s),Guy Ignolin,FRA,1963,Guy_Ignolin,Mountain stage,1936-11-14,Vernou-sur-Brenne,486.9326602057361,514.7971793481955
12,1963-07-04,173.0,Luchon,Toulouse,Stage with mountain(s),André Darrigade,FRA,1963,André_Darrigade,Mountain stage,1929-04-24,Narrosse,164.13606435924336,198.06566483840587
14,1963-07-07,237.0,Aurillac,Saint-Étienne,Plain stage,Guy Ignolin,FRA,1963,Guy_Ignolin,Flat stage,1936-11-14,Vernou-sur-Brenne,303.08722067543687,349.88771477306
17,1963-07-10,228.0,Val d'Isère,Chamonix,Stage with mountain(s),Jacques Anquetil,FRA,1963,Jacques_Anquetil,Mountain stage,1934-01-08,Mont-Saint-Aignan,630.0412971957621,586.3550309056053
19,1963-07-12,54.0,Arbois,Besançon,Individual time trial,Jacques Anquetil,FRA,1963,Jacques_Anquetil,Time trial,1934-01-08,Mont-Saint-Aignan,450.4254420089366,442.23302547000924
2a,1962-06-25,147.0,Spa,Herentals,Plain stage,André Darrigade,FRA,1962,André_Darrigade,Flat stage,1929-04-24,Narrosse,917.3663604592201,941.520771323409
6,1962-06-29,235.5,Dinard,Brest,Plain stage,Robert Cazala,FRA,1962,Robert_Cazala,Flat stage,1934-01-07,Bellocq,575.3172356962274,608.075425763409
8b,1962-07-01,43.0,Luçon,La Rochelle,Individual time trial,Jacques Anquetil,FRA,1962,Jacques_Anquetil,Time trial,1934-01-08,Mont-Saint-Aignan,374.5408869552615,404.08450509827367
12,1962-07-05,207.5,Pau,Saint-Gaudens,Stage with mountain(s),Robert Cazala,FRA,1962,Robert_Cazala,Mountain stage,1934-01-07,Bellocq,50.7906899056095,140.74726361741293
14,1962-07-07,215.0,Luchon,Carcassonne,Stage with mountain(s),Jean Stablinski,FRA,1962,Jean_Stablinski,Mountain stage,1932-05-21,Thun-Saint-Amand,882.6540205691973,812.7329159307907
19,1962-07-12,204.5,Briançon,Aix-les-Bains,Stage with mountain(s),Raymond Poulidor,FRA,1962,Raymond_Poulidor,Mountain stage,1936-04-15,Masbaraud-Mérignat,404.54991178150624,328.78944879236036
20,1962-07-13,68.0,Bourgoin,Lyon,Individual time trial,Jacques Anquetil,FRA,1962,Jacques_Anquetil,Time trial,1934-01-08,Mont-Saint-Aignan,534.8448682943198,499.5264874194285
1a,1961-06-25,136.5,Rouen,Versailles,Plain stage,André Darrigade,FRA,1961,André_Darrigade,Flat stage,1929-04-24,Narrosse,658.659166996983,617.0477497348046
1b,1961-06-25,28.5,Versailles,Versailles,Individual time trial,Jacques Anquetil,FRA,1961,Jacques_Anquetil,Time trial,1934-01-08,Mont-Saint-Aignan,106.19775239669006,106.19775239669006
2,1961-06-26,230.5,Pontoise,Roubaix,Plain stage,André Darrigade,FRA,1961,André_Darrigade,Flat stage,1929-04-24,Narrosse,641.4930117959824,839.6136645633408
4,1961-06-28,237.5,Charleroi,Metz,Plain stage,Anatole Novak,FRA,1961,Anatole_Novak,Flat stage,1937-02-12,La Mure,620.6514267423896,469.6121635038529
5,1961-06-29,221.0,Metz,Strasbourg,Stage with mountain(s),Louis Bergaud,FRA,1961,Louis_Bergaud,Mountain stage,1928-11-30,Jaleyrac,516.4809071758777,551.2656293985991
7,1961-07-01,214.5,Belfort,Chalon-sur-Saône,Plain stage,Jean Stablinski,FRA,1961,Jean_Stablinski,Flat stage,1932-05-21,Thun-Saint-Amand,403.0560950188365,423.8450619571186
8,1961-07-02,240.5,Chalon-sur-Saône,Saint-Étienne,Stage with mountain(s),Jean Forestier,FRA,1961,Jean_Forestier,Mountain stage,1930-10-07,Lyon,114.62344625760696,49.501312049018956
10,1961-07-04,250.5,Grenoble,Turin,Stage with mountain(s),Guy Ignolin,FRA,1961,Guy_Ignolin,Mountain stage,1936-11-14,Vernou-sur-Brenne,450.87278257275284,588.1449782884243
13,1961-07-07,177.5,Aix-en-Provence,Montpellier,Plain stage,André Darrigade,FRA,1961,André_Darrigade,Flat stage,1929-04-24,Narrosse,521.2989273239181,394.09442317041504
19,1961-07-14,74.5,Bergerac,Périgueux,Individual time trial,Jacques Anquetil,FRA,1961,Jacques_Anquetil,Time trial,1934-01-08,Mont-Saint-Aignan,514.9730000119837,476.28964723114035
20,1961-07-15,309.5,Périgueux,Tours,Plain stage,André Darrigade,FRA,1961,André_Darrigade,Flat stage,1929-04-24,Narrosse,215.69660895221176,431.5352027970226
21,1961-07-16,252.5,Tours,Paris,Plain stage,Robert Cazala,FRA,1961,Robert_Cazala,Flat stage,1934-01-07,Bellocq,448.35958273992327,644.0469694704079
1b,1960-06-26,27.8,Brussels,Brussels,Individual time trial,Roger Rivière,FRA,1960,Roger_Rivière,Time trial,1936-02-23,Saint-Étienne,601.160976011532,601.160976011532
2,1960-06-27,206.0,Brussels,Dunkirk,Plain stage,René Privat,FRA,1960,René_Privat,Flat stage,1930-12-04,Coux,709.7300732113173,668.9327553112682
4,1960-06-29,211.0,Dieppe,Caen,Plain stage,Jean Graczyk,FRA,1960,Jean_Graczyk,Flat stage,1933-05-26,Neuvy-sur-Barangeon,302.8926530094297,284.4032885285171
5,1960-06-30,189.0,Caen,Saint-Malo,Plain stage,André Darrigade,FRA,1960,André_Darrigade,Flat stage,1929-04-24,Narrosse,611.9019766350402,556.3301761475291
6,1960-07-01,191.0,Saint-Malo,Lorient,Plain stage,Roger Rivière,FRA,1960,Roger_Rivière,Flat stage,1936-02-23,Saint-Étienne,603.6675804823234,646.7744983473436
10,1960-07-05,228.0,Mont-de-Marsan,Pau,Stage with mountain(s),Roger Rivière,FRA,1960,Roger_Rivière,Mountain stage,1936-02-23,Saint-Étienne,424.06336877912224,447.6374052985175
12,1960-07-07,176.0,Luchon,Toulouse,Stage with mountain(s),Jean Graczyk,FRA,1960,Jean_Graczyk,Mountain stage,1933-05-26,Neuvy-sur-Barangeon,519.4942903234466,417.1993270782087
13,1960-07-08,224.0,Toulouse,Millau,Plain stage,Louis Proost,FRA,1960,Louis_Proost,Flat stage,1935-04-07,Halle,1178.8246771158979,1055.577201627666
17,1960-07-13,229.0,Briançon,Aix-les-Bains,Stage with mountain(s),Jean Graczyk,FRA,1960,Jean_Graczyk,Mountain stage,1933-05-26,Neuvy-sur-Barangeon,432.61377984173464,333.9813068223369
20,1960-07-16,229.0,Besançon,Troyes,Plain stage,Pierre Beuffeuil,FRA,1960,Pierre_Beuffeuil,Flat stage,1934-10-30,L'Éguille,563.7959861093258,479.97114254473695
21,1960-07-17,200.0,Troyes,Paris,Plain stage,Jean Graczyk,FRA,1960,Jean_Graczyk,Flat stage,1933-05-26,Neuvy-sur-Barangeon,174.65667868474296,171.77057822673603
1,1959-06-25,238.0,Mulhouse,Metz,Plain stage,André Darrigade,FRA,1959,André_Darrigade,Flat stage,1929-04-24,Narrosse,789.922393486527,817.0842645582643
3,1959-06-27,217.0,Namur,Roubaix,Plain stage,Robert Cazala,FRA,1959,Robert_Cazala,Flat stage,1934-01-07,Bellocq,888.3878749136943,855.5805819487365
5,1959-06-29,286.0,Rouen,Rennes,Plain stage,Jean Graczyk,FRA,1959,Jean_Graczyk,Flat stage,1933-05-26,Neuvy-sur-Barangeon,251.53588584662575,308.24298404764426
6,1959-06-30,45.0,Blain,Nantes,Individual time trial,Roger Rivière,FRA,1959,Roger_Rivière,Time trial,1936-02-23,Saint-Étienne,523.7481762541732,498.2197578446801
7,1959-07-01,190.0,Nantes,La Rochelle,Plain stage,Roger Hassenforder,FRA,1959,Roger_Hassenforder,Flat stage,1930-07-23,Sausheim,675.0830768030273,673.0324737606071
8,1959-07-02,201.0,La Rochelle,Bordeaux,Plain stage,Michel Dejouhannet,FRA,1959,Michel_Dejouhannet,Flat stage,1935-07-05,Châteauroux,229.29758412941567,281.30590694626517
9,1959-07-03,207.0,Bordeaux,Bayonne,Plain stage,Marcel Queheille,FRA,1959,Marcel_Queheille,Flat stage,1930-03-16,Sauguis-Saint-Étienne,188.3224197559447,61.25000254536372
11,1959-07-06,119.0,Bagnères-de-Bigorre,Saint-Gaudens,Stage with mountain(s),André Darrigade,FRA,1959,André_Darrigade,Mountain stage,1929-04-24,Narrosse,117.17170583188872,154.74625287051552
13,1959-07-08,219.0,Albi,Aurillac,Stage with mountain(s),Henry Anglade,FRA,1959,Henry_Anglade,Mountain stage,1933-07-06,Thionville,677.3187934965644,567.5366785570352
14,1959-07-09,231.0,Aurillac,Clermont-Ferrand,Stage with mountain(s),André Le Dissez,FRA,1959,André_Le_Dissez,Mountain stage,1929-11-11,Plougonven,616.854747594811,598.4864570729819
21,1959-07-17,69.0,Seurre,Dijon,Individual time trial,Roger Rivière,FRA,1959,Roger_Rivière,Time trial,1936-02-23,Saint-Étienne,183.0234023111874,215.1051856467899
22,1959-07-18,331.0,Dijon,Paris,Plain stage,Joseph Groussard,FRA,1959,Joseph_Groussard,Flat stage,1934-03-02,La Chapelle-Janson,473.65122976631375,258.62203862846286
1,1958-06-26,184.0,Brussels,Ghent,Plain stage,André Darrigade,FRA,1958,André_Darrigade,Flat stage,1929-04-24,Narrosse,892.0008030267842,892.3798478422331
3,1958-06-28,177.0,Dunkirk,Mers-les-Bains,Plain stage,Gilbert Bauvin,FRA,1958,Gilbert_Bauvin,Flat stage,1927-08-04,Lunéville,401.81543812264835,
4,1958-06-29,205.0,Le Tréport,Versailles,Plain stage,Jean Gainche,FRA,1958,Jean_Gainche,Flat stage,1932-08-12,Remungol,391.08845492655706,383.43172796670177
5,1958-06-30,232.0,Versailles,Caen,Plain stage,Tino Sabbadini,FRA,1958,Tino_Sabbadini,Flat stage,1928-08-22,Monsempron-Libos,487.12253681843583,529.8311492976098
9,1958-07-04,206.0,Quimper,Saint-Nazaire,Plain stage,André Darrigade,FRA,1958,André_Darrigade,Flat stage,1929-04-24,Narrosse,535.0167292102179,408.75460897850627
13,1958-07-08,230.0,Dax,Pau,Stage with mountain(s),Louis Bergaud,FRA,1958,Louis_Bergaud,Mountain stage,1928-11-30,Jaleyrac,322.45604373753974,309.24243447227934
15,1958-07-10,176.0,Luchon,Toulouse,Stage with mountain(s),André Darrigade,FRA,1958,André_Darrigade,Mountain stage,1929-04-24,Narrosse,164.13606435924336,198.06566483840587
